"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2016,8,NA,7.4,0,NA,"",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2017,2,NA,13.5,0,NA,"",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2018,3,16.5,16.5,0,NA,"",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2019,4,NA,11.5,0,NA,"",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3056_3_0B","3","control",FALSE,TRUE
2021,3,NA,19,0,NA,"",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2022,2,39,17,1,"6","",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2023,3,36,23.5,1,"7","",NA,FALSE,"3056_3_0B","3","control",TRUE,TRUE
2016,6,NA,5.7,1,"5","",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2017,2,NA,12,0,NA,"",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2018,5,19.5,14,1,"2.5","",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2019,2,NA,7,0,NA,"",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2020,2,NA,10.6,0,NA,"",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2021,3,NA,16,0,NA,"",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2022,2,NA,18.5,0,NA,"",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2023,3,30,19.5,2,"SOS","are both dead? No explanation for NA",NA,FALSE,"3058_14_2A","14","drought",TRUE,TRUE
2017,3,NA,20,1,"3.5","Ycoord= distance from quadrat (m)",NA,FALSE,"3059_9_110.21","9","irrigated",TRUE,TRUE
2018,2,19,19,0,NA,"",NA,FALSE,"3059_9_110.21","9","irrigated",TRUE,TRUE
2019,1,NA,9.5,0,NA,"",NA,FALSE,"3059_9_110.21","9","irrigated",TRUE,TRUE
2020,2,NA,13,0,NA,"1 leaf ripped off",NA,FALSE,"3059_9_110.21","9","irrigated",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT ,maybe new 3731 or 3770",NA,FALSE,"3059_9_110.21","9","irrigated",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3059_9_110.21","9","irrigated",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years",NA,FALSE,"3059_9_110.21","9","irrigated",FALSE,FALSE
2017,5,NA,8,1,"2.5","",NA,FALSE,"3060_5_14D","5","drought",TRUE,TRUE
2018,1,8,7,1,"2.5","",NA,FALSE,"3060_5_14D","5","drought",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3060_5_14D","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3060_5_14D","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3060_5_14D","5","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3060_5_14D","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3060_5_14D","5","drought",FALSE,FALSE
2016,3,NA,5.6,0,NA,"",NA,FALSE,"3061_13_19E","13","control",TRUE,TRUE
2017,1,NA,5.5,0,NA,"",NA,FALSE,"3061_13_19E","13","control",TRUE,TRUE
2018,1,9.5,9.5,0,NA,"18C",NA,FALSE,"3061_13_19E","13","control",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3061_13_19E","13","control",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3061_13_19E","13","control",FALSE,TRUE
2021,1,NA,5,0,NA,"",NA,FALSE,"3061_13_19E","13","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3061_13_19E","13","control",FALSE,TRUE
2023,5,40,15,3,"SOS","",NA,FALSE,"3061_13_19E","13","control",TRUE,TRUE
2021,1,NA,15.5,0,NA,"",NA,FALSE,"3062_14_19G","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3062_14_19G","14","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3062_14_19G","14","drought",FALSE,FALSE
2016,3,NA,17.5,1,"6.5","",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2017,1,NA,14,1,"3.5","",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3063_15_1J","15","drought",FALSE,TRUE
2019,1,NA,15.5,0,NA,"",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3063_15_1J","15","drought",FALSE,TRUE
2021,2,NA,13,0,NA,"may be new plant?",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2022,3,47,22,1,"7","maybe new plant? ",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2023,2,45,18.5,2,"SOS","1 umbel dead",NA,FALSE,"3063_15_1J","15","drought",TRUE,TRUE
2016,3,NA,3.5,NA,NA,"",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2017,2,NA,9,0,NA,"",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2018,3,14,14,0,NA,"",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2019,2,NA,14,0,NA,"",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2020,4,23.4,12.3,1,"2.2","",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2021,3,22,19.5,1,"4","",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2022,3,NA,11.5,0,NA,"under hose",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2023,1,NA,16,0,NA,"under hose",NA,FALSE,"3064_4_1H","4","irrigated",TRUE,TRUE
2016,4,NA,6.5,2,"3.9","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2017,7,NA,14,6,"6","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2018,13,31,21,6,"3.8","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2019,10,32.5,18.5,5,"5","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2020,9,32,13.2,3,"SOS","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2021,10,26,13,5,"SOS","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2022,9,38,22,3,"SOS","",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2023,10,60,20,6,"SOS","1 umbel dead",NA,FALSE,"3065_15_2F","15","drought",TRUE,TRUE
2019,3,NA,17,0,NA,"",NA,FALSE,"3066_14_17B","14","drought",TRUE,TRUE
2020,2,25,12.5,1,"4.5","",NA,FALSE,"3066_14_17B","14","drought",TRUE,TRUE
2021,1,NA,19,0,NA,"",NA,FALSE,"3066_14_17B","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3066_14_17B","14","drought",FALSE,TRUE
2023,3,49.5,16.5,1,"6","",NA,FALSE,"3066_14_17B","14","drought",TRUE,TRUE
2016,6,NA,10,1,"2.2","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2017,2,NA,11.5,1,"2","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2018,3,13.5,7.5,1,"2.5","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2019,1,NA,12,0,NA,"",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3067_5_16F","5","drought",FALSE,TRUE
2021,2,23,12,1,"5","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2022,5,28,14,3,"SOS","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2023,3,34,13,3,"SOS","",NA,FALSE,"3067_5_16F","5","drought",TRUE,TRUE
2016,3,NA,14.1,1,"5.5","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2017,3,NA,14,1,"4","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2018,3,17,14,1,"2.3","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2019,2,26,13.5,2,"3.5","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2020,1,NA,12.4,0,NA,"",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2021,1,16,17,1,"3","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2022,6,49,17,2,"SOS","",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2023,6,42,15,3,"SOS","1 umbel dead",NA,FALSE,"3068_15_6I","15","drought",TRUE,TRUE
2016,22,NA,5,2,"3","Dead leaves, 2 stems",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2017,4,NA,18.5,2,"3.8","",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2018,4,22,9,2,"2.8","",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2019,2,16,17,1,"2","",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3069_7_1C","7","drought",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3069_7_1C","7","drought",FALSE,TRUE
2022,1,NA,26.5,0,NA,"",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2023,2,27,22,1,NA,"umbel dead",NA,FALSE,"3069_7_1C","7","drought",TRUE,TRUE
2016,10,NA,9.5,2,"8.1","Dead leaves",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2017,7,NA,13,3,"5","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2018,5,19.5,17.5,2,"3.8","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2019,4,34,16,2,"3.5","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2020,4,48.3,15.4,1,"6.1","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2021,5,34,17,3,"SOS","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2022,6,64,22,3,"SOS","",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2023,7,52,19.5,4,"SOS","1 umbel dead",NA,FALSE,"3070_6_4G","6","irrigated",TRUE,TRUE
2017,2,NA,17,0,NA,"",NA,FALSE,"3071_3_0A","3","control",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3071_3_0A","3","control",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3071_3_0A","3","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3071_3_0A","3","control",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3071_3_0A","3","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3071_3_0A","3","control",FALSE,FALSE
2016,3,NA,3.1,1,"2.1","",NA,FALSE,"3073_5_17G","5","drought",TRUE,TRUE
2017,4,NA,8.5,2,"3","",NA,FALSE,"3073_5_17G","5","drought",TRUE,TRUE
2018,2,10,10,0,NA,"",NA,FALSE,"3073_5_17G","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3073_5_17G","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3073_5_17G","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3073_5_17G","5","drought",FALSE,FALSE
2022,2,NA,12.5,0,NA,"","NA; tag modified for gap",TRUE,"3073b_5_17G","5","drought",TRUE,TRUE
2023,3,29,11,2,"SOS","","NA; tag modified for gap",TRUE,"3073b_5_17G","5","drought",TRUE,TRUE
2017,2,NA,10,1,"1.5","",NA,FALSE,"3074_5_11C","5","drought",TRUE,TRUE
2018,1,13,13,0,NA,"",NA,FALSE,"3074_5_11C","5","drought",TRUE,TRUE
2019,1,NA,13,0,NA,"",NA,FALSE,"3074_5_11C","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3074_5_11C","5","drought",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3074_5_11C","5","drought",FALSE,TRUE
2022,4,28,17,3,"SOS","",NA,FALSE,"3074_5_11C","5","drought",TRUE,TRUE
2023,5,30,19,3,"SOS","",NA,FALSE,"3074_5_11C","5","drought",TRUE,TRUE
2016,3,NA,6,NA,NA,"",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2017,3,NA,14,0,NA,"",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2018,3,13,13,0,NA,"",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3075_4_1I","4","irrigated",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3075_4_1I","4","irrigated",FALSE,TRUE
2022,2,NA,18,0,NA,"under hose",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2023,1,NA,25,0,NA,"under hose",NA,FALSE,"3075_4_1I","4","irrigated",TRUE,TRUE
2016,4,NA,5.1,2,"1.7","Leaves gone",NA,FALSE,"3079_13_9B","13","control",TRUE,TRUE
2017,13,NA,10.5,4,"4.5","",NA,FALSE,"3079_13_9B","13","control",TRUE,TRUE
2018,2,5,5,0,NA,"",NA,FALSE,"3079_13_9B","13","control",TRUE,TRUE
2019,4,27.5,13.5,1,"3.5","",NA,FALSE,"3079_13_9B","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt",NA,FALSE,"3079_13_9B","13","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3079_13_9B","13","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3079_13_9B","13","control",FALSE,FALSE
2021,3,NA,24,0,NA,"",NA,FALSE,"3081_3_1B","3","control",TRUE,TRUE
2022,4,39,22,1,"4.5","",NA,FALSE,"3081_3_1B","3","control",TRUE,TRUE
2023,2,38,20.5,1,"4.5","",NA,FALSE,"3081_3_1B","3","control",TRUE,TRUE
2016,6,NA,10,1,"4.8","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2017,5,NA,12,2,"3.5","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2018,4,17.5,11.5,1,"3.3","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2019,1,11,17,1,"1.5","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2020,3,NA,11.6,0,NA,"",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2021,5,20,11.5,1,"3.5","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2022,7,33,17.5,3,"SOS","",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2023,4,33,15,1,"3","1 stalk eaten off",NA,FALSE,"3083_15_7I","15","drought",TRUE,TRUE
2016,3,NA,7.8,0,NA,"",NA,FALSE,"3084_14_12A","14","drought",TRUE,TRUE
2017,1,NA,11.5,0,NA,"",NA,FALSE,"3084_14_12A","14","drought",TRUE,TRUE
2018,1,3,3,0,NA,"",NA,FALSE,"3084_14_12A","14","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3084_14_12A","14","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3084_14_12A","14","drought",FALSE,TRUE
2021,1,NA,16,0,NA,"tag in 4A",NA,FALSE,"3084_14_12A","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3084_14_12A","14","drought",FALSE,TRUE
2023,1,NA,22.5,0,NA,"",NA,FALSE,"3084_14_12A","14","drought",TRUE,TRUE
2016,6,NA,6.1,0,NA,"",NA,FALSE,"3085_14_5B","14","drought",TRUE,TRUE
2017,NA,NA,NA,NA,NA,"NP/NT OR No plant/dead?","NA; survival imputed based on subsq. record",TRUE,"3085_14_5B","14","drought",FALSE,TRUE
2018,1,9.5,9.5,0,NA,"",NA,FALSE,"3085_14_5B","14","drought",TRUE,TRUE
2019,2,12.5,16,1,"1.25","",NA,FALSE,"3085_14_5B","14","drought",TRUE,TRUE
2020,1,NA,8.7,0,NA,"",NA,FALSE,"3085_14_5B","14","drought",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3085_14_5B","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3085_14_5B","14","drought",FALSE,FALSE
2018,3,17,17,0,NA,"",NA,FALSE,"3086_14_9C","14","drought",TRUE,TRUE
2019,2,21.5,11.5,1,"2","",NA,FALSE,"3086_14_9C","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt","NA; survival imputed based on subsq. record",TRUE,"3086_14_9C","14","drought",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3086_14_9C","14","drought",FALSE,TRUE
2022,3,45,23,2,"SOS","1 umbel eaten",NA,FALSE,"3086_14_9C","14","drought",TRUE,TRUE
2023,4,42,22.5,2,"SOS","",NA,FALSE,"3086_14_9C","14","drought",TRUE,TRUE
2016,11,NA,6,2,"7.3","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2017,7,NA,10,2,"3","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2018,4,13,9.5,1,"4.5","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2019,3,23.5,11.5,1,"6","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2020,2,NA,8.8,0,NA,"",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2021,4,NA,16,0,NA,"",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2022,6,32,12,5,"SOS","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2023,5,28,8.5,3,"SOS","",NA,FALSE,"3088_13_9B","13","control",TRUE,TRUE
2017,2,NA,17,2,"3","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2018,3,25.5,15,2,"2.8","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2019,4,33,12,3,"3.5","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2020,1,24.1,11.5,1,"3.1","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2021,4,19.5,15.5,1,"2.5","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2022,2,42.5,14,2,"SOS","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2023,2,31.5,18,2,"SOS","",NA,FALSE,"3089_7_5I","7","drought",TRUE,TRUE
2016,10,NA,8.5,1,"5.5","Diversity plot, 2 stems","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",TRUE,TRUE
2017,3,NA,16,0,NA,"Diversity Plot","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant no tag","fixed ycoor (was P); survival imputed based on subsq. record",TRUE,"3090_4_18P","4","irrigated",FALSE,TRUE
2019,7,31,19,1,"4","Diversity plot, found tag but plant not very close to tag?","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","fixed ycoor (was P); survival imputed based on subsq. record",TRUE,"3090_4_18P","4","irrigated",FALSE,TRUE
2021,9,37,19,2,"SOS","","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",TRUE,TRUE
2022,1,NA,17.5,0,NA,"","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",TRUE,TRUE
2023,NA,NA,NA,NA,NA,"NPNT. Giant mouse hole. = 18F.","fixed ycoor (was P)",TRUE,"3090_4_18P","4","irrigated",FALSE,FALSE
2017,2,NA,13,1,"5"," Tagged last year but no data",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2018,3,17,15,1,"2.8","",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2019,3,11.5,14.5,1,"2.5","",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3093_5_14A","5","drought",FALSE,TRUE
2021,3,21.5,15.5,1,"3.5","",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2022,3,28,20,1,"4","",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2023,2,42,21.5,2,"SOS","",NA,FALSE,"3093_5_14A","5","drought",TRUE,TRUE
2016,2,NA,4.2,1,"1.5","",NA,FALSE,"3094_15_14D","15","drought",TRUE,TRUE
2017,4,NA,16,0,NA,"",NA,FALSE,"3094_15_14D","15","drought",TRUE,TRUE
2018,NA,NA,NA,NA,NA,"no plant no tag",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"pulled tag",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years",NA,FALSE,"3094_15_14D","15","drought",FALSE,FALSE
2017,5,NA,17,2,"4","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2018,8,16.5,22,4,"2.7","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2019,3,16.5,18,1,"1.5","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2020,5,30,16,1,"2.7","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2021,4,23,17.5,2,"SOS","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2022,5,42,20,2,"SOS","",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2023,8,55,12,5,"SOS","1 umbel dead",NA,FALSE,"3095_15_6J","15","drought",TRUE,TRUE
2016,8,NA,7,1,"3.9","",NA,FALSE,"3095_5_14B","5","drought",TRUE,TRUE
2017,NA,NA,NA,NA,NA,"NP/NT",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2018,NA,NA,NA,NA,NA,"no plant no tag",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years.",NA,FALSE,"3095_5_14B","5","drought",FALSE,FALSE
2021,1,NA,18,0,NA,"",NA,FALSE,"3096_13_0H","13","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3096_13_0H","13","control",FALSE,TRUE
2023,2,37.5,25,1,"3","",NA,FALSE,"3096_13_0H","13","control",TRUE,TRUE
2017,2,NA,19,1,"4.5","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2018,3,22,19,1,"5.2","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2019,3,24.5,13.5,3,"4","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2020,1,12.5,10.6,1,"4","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2022,2,37,20,1,"6","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2023,2,43,28,1,"5.5","",NA,FALSE,"3100_7_9B","7","drought",TRUE,TRUE
2019,1,NA,18.5,0,NA,"",NA,FALSE,"3101_14_19D","14","drought",TRUE,TRUE
2020,2,11,15.5,1,"2.5","",NA,FALSE,"3101_14_19D","14","drought",TRUE,TRUE
2021,2,NA,17.5,0,NA,"",NA,FALSE,"3101_14_19D","14","drought",TRUE,TRUE
2022,2,36,20,1,"7.5","",NA,FALSE,"3101_14_19D","14","drought",TRUE,TRUE
2023,1,NA,15.5,0,NA,"",NA,FALSE,"3101_14_19D","14","drought",TRUE,TRUE
2017,1,NA,9,0,NA,"Diversity plot",NA,FALSE,"3103_4_11O","4","irrigated",TRUE,TRUE
2018,1,9,9,0,NA,"",NA,TRUE,"3103_4_11O","4","irrigated",TRUE,TRUE
2019,0,NA,NA,NA,NA,"Diversity plot, no plant","NA; survival imputed based on subsq. record",TRUE,"3103_4_11O","4","irrigated",FALSE,TRUE
2020,2,NA,11.5,0,NA,"diversity plot",NA,FALSE,"3103_4_11O","4","irrigated",TRUE,TRUE
2021,1,NA,10,0,NA,"",NA,FALSE,"3103_4_11O","4","irrigated",TRUE,TRUE
2022,1,NA,24,0,NA,"",NA,FALSE,"3103_4_11O","4","irrigated",TRUE,TRUE
2023,2,52,18,1,"5","11E",NA,FALSE,"3103_4_11O","4","irrigated",TRUE,TRUE
2018,1,9.5,9.5,0,NA,"",NA,FALSE,"3104_15_15J","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3104_15_15J","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3104_15_15J","15","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3104_15_15J","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3104_15_15J","15","drought",FALSE,FALSE
2016,4,NA,8.6,1,"1.5","",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2017,7,NA,11.5,2,"2.2","",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2018,4,12.5,11.5,1,"1.8","",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2019,1,NA,8.5,0,NA,"",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2020,1,NA,10.4,0,NA,"",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2021,1,NA,12,0,NA,"",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
2022,4,NA,17,0,NA,"",NA,FALSE,"3105_5_1J","5","drought",TRUE,TRUE
